,Text,Emotion
48429,الآن تستطيع أن تصمم صورتك بأحلى أشكال الجرافيك والصور المتحركة من خلال هذا التطبيق الرائع وبسهولة فائقة كما تستطيع أيضا تنزيل صورتك على الفيسبوك بشكل يسحر كل من يرآها جرب صورتك من هذا التطبيق,SURPRISE
48437,دلوقتى تقدر ترسم نفسك بالقلم الرصاص وبمنتهى السهوله من خلال اروع التطبيقات على الفيس بوك وكمان تقدر ترسم اى صوره عندك بنفس الطريقه ادخل شوف الصور المرسومه فعلا روووووووووعه وجرب البرنامج انت كمان من هنا,SURPRISE
48463,صفحة غير إعتيادية ترصد معنى كم جميل أنا يكون للانساني صديق معه في حزنه وفرحه وغريب أنا تتحول الصداقة ولحب لكل من يصدق أنه لا يزال حب في الحياة معنى في,SADNESS
48481,بسم الله الرحمن الرحيم والصلاة والسلام على اشرف الانبياء والمرسلين اللهم مالك الملك تؤتي الملك من تشاء وتنزع الملك ممن تشاء تعز من تشاء وتذل من تشاء بيدك الخير انك على كل شيئ قدير توكلت على الله بفكرتي واني جربتها وهي ولله الحمد جيده تجارتي من خلال جهازي عبر الانترنت ابحث عن مونتج يكون فريد او قليل الوجود في منطقتي او مدينتي اوفره بارخص الاسعار ثم اعلن عنه في دولتي واضيف خدمة التوصيل الى عنوان الزبون بتكلفه بسيطه ليس اي منتج اتاجر بالاشياء النادره مثل اعلانات نراه في قنوات فضائيه وليست متوفره في مدينتي ويكون الناس راغبين في اقتنائه هنا انتهز الفرصه بتوفيره من الوكاله خارج الدوله تصل الي وابداء بالاعلان عنها في صفحات التسويق لدولتي وتبداء الاتصالات والطلب لهذاء المنتج بشكل ممتاز يمكن ان يكون المكسب قليل لاكن باضافة تكلفة التوصيل او الشحن يكون المكسب ممتاز لااعتمد فقط على الاعلانات عبر المواقع بل بالتجوال وعرض منتجي عملين بالتجربه والارزاق على خالق الاعناق وشكرا لاتاحة الفرصه والف مبروك للذي يفوز بالجائزه,ANGER
48513,السلام عليكم ورحمة الله وبركاته لدي عدد من الاقتراحات كالتالي اقترح انشاء صندوق يسمى ب صندوق باب رزق جميل لتدريب العاطلين عن العملووظيفة هذا الصندوق هو انشاء عدد من المعاهد لتدريب العاطلين عن العمل من الجنسين كالمعاهد التقنيه مثلا  وذلك لتدريبهم على عدد من الحرف والمهن لمدة سنتين او سنتين ونصف مع اعطائهم شهادة دبلوم تحت اشراف وزارة التعليم العالي  وتكون هذه المهن ممايحتاجها المجتمع وممايحتاجه باب رزق جميل مع اعطاء المتدرب مكافأه شهريه لحين انتهائه من التدريب ومن ثم القيام بتوظيفه في باب رزق جميل اجباريا براتب مدة مساوية لمدة تدريبه مع الخصم من مرتبه مبلغ المكافأه الشهريه التي كانت تعطى له خلال فترة التدريب وبعد انتهاء هذه الفتره الاجباريهوهي المده المساويه لفترة تدريبه يصبح مختارا في العمل في باب رزق جميل من عدمه واقترح كذلك اعطاء المتفوقين في المعهد فرصه للابتعاث والحصول على خبرات خارجيه لتطوير عمله اقترح ايضا انشاء صندوق يسمى ب صندوق رجال الاعمال السعوديين لدعم مشاريع العاطلين عن العمل تحت اشراف باب رزق جميل  ووظيفة هذا الصندوق تكمن في مشاركة عدد من رجال الاعمال السعوديين بدفع مبلغ من المال متفق عليه بين الجميع وجمعه في صندوق  ومن ثم يتم رؤية المشاريع ودراسات الجدوى المقدمه من الراغبين واختيار المشاريع التي يرى انها ناجحه ومفيده للمجتمع فتستفيد هذه المشاريع المختاره من الصندوق وفي حالة نجاحه يقوم بإعادة المبلغ للجنة المسؤوله عن الصندوق على شكل اقساط ميسره لمساعدة غيره من الراغبين واقترح عمل منشورات واعلانات وتكريم وشكر لرجال الاعمال المشاركين في هذا الصندوق للمساهمه في تشجيعهم ودفعهم للمزيد اقترح على باب رزق جميل بإنشاء عدد من المعاهد التجاريه لتعليم اللغات المتنوعه و برامج الحاسب الالي وكل مايتصل به ودورات التصوير الفوتغرافي والرسم بجميع انواعه والخياطه والتطريز وتصميم الازياء وعند انتهاء الدورات يمنح المتميزين فرصه للعمل في هذه المعاهد برواتب مجزيه اقترح ايضا انشاءعدد من النوادي النسائيه الصحيه الجيم او الترفيهيه لقلة وجودها  وكذلك يمكن ان يمنح المتميزين بعد ذلك فرصه للعمل في هذا الجيم او النادي اقترح انشاء صندوق يسمى ب صندوق باب رزق جميل الخيري لدعم الراغبين في دراسة الاقسام الصحيه وفكرة هذا المشروع تكمن من خلال دعم عدد من راغبي الدراسه في الاقسام الصحيه الغير قادرين على التكفل بمصاريف الدراسه وتمكينهم من الدراسه على حساب باب رزق جميل في الكليات الاهليه كابن سينا او البترجي او الفارابي وغير ذلك ومن ثم تمكينهم من العمل في مستشفى خاص بباب رزق جميل والخصم من رواتبهم بلأقساط اجمالي المبلغ المدفوع في دراستهم او العمل في المشفى الخاص بباب رزق جميل مده مساوية لمدة الدراسه دون الخصم من الراتباو ترك الحريه له في العمل في اي مشفى اخر شريطة ان يرجع المبلغ المدفوع على شكل اقساط وكذلك لعمل تأمين للعاملين في باب رزق جميل في هذه المشفى,ANGER
48564,المشروع الرابع وهو جمع الاتربه وبقايا الرمال التي تكونها السيارات الماره بالطرقات علي يمين ويسار الطريق بإستمرار فإذا لاحظتم فهناك سيارات نظافه مخصصه لشفط تلك الأتربه وبالمؤكد إعدامها تلك الاتربه تتميز بخفتها وسهوله نقلها وخلطها فيمكننا أن نخلطها ببعض الماء والأسمد لتكون طين أو طمي ونكون قد وسعنا الرقعه الزراعيه من العدم وبالطبع تحتاج الفكره للخضوع للدراسه حيث أنني لست عالم زراعي لأعرف مدي نجاح الفكره ولكن علمت أن هناك أيضا من يقوم بها ولدينا الكثير جدا بشوارعنا من هذه الأتربه والتربه فالمشروع يستحق الدراسه وأيضا سنكون قد حققنا الكثير من المكاسب السابقه علاوه علي توفير المشقه علي شركات النظافه مما يجعلهم يشاركونا في التنفيذ مقابل تخليصهم منها ونجعل شوارع وطننا أجمل أيضا والله ولي التوفيق إسلام عبد الجواد,SURPRISE
48618,ممكن لايك للبيج الحلو الحزين ادخل وشوف الشهره واعطيني لايك للصفحه,SADNESS
48647,ملف المعادلات وموازنتها من برنامج الكيميائي الجزء الأول إنتاج إعداد وبرمجة رفيق المصري الحجم م ب المدة دقائق و ثوان بإمكانكم متابعة الملف على الرابط نذكركم بأن جميع الحقوق محفوظة ونرجو ذكر المصدر عند نشر الملف إن أعجبك الملف اكتب تعليقا واعمل مشاركة كي تصل الفائدة إلى أصدقائك إن وجدت في صفحتنا سلسلة البناء العلمي ما هو مفيد وممتع نرجو منك دعوة أصدقائك من خلال الرابط التطبيق يسمح لك بدعوة من أصدقائك بإمكانك تكراره لدعوة باقي أصدقائك,SURPRISE
48671,انازعلان انت عارفني انا مين ولا بتستهبل,SURPRISE
48703,الان الفيس بوك يقدم ميزة وخدمة جديدة وهى تجعلك تقدر تعرف وتكشف مين اللى عملك اوف لاين فى الدردشة وتتعرف عليه بكل سهولة مع هذا التطبيق الرهيب,SURPRISE
48705,مشكورين على جهودكم,JOY
48741,الرازق الله ندلو بدلونا عن فرصه,DISGUST
48797,مشكورين في هذا الشهر الفضيل,JOY
48904,السلام عليكم ورحمة الله وبركاته اسمى على طنطاوى اليوم بتاريخ توجهت الى فرع بنها وكان معى كل الاوراق المطلوبه كامله ولكن قابلنى احد الموظفين واسمه سامح محمود وقال لى مينفعش تقترض مع اننى اتصلت امس بالارقام اللى حضرتكم وتكلمت معاهم فى كل حاجه مع الاستاذ زين بس الاستاذ سامح مستبعد المشوار عشان انا المحل بتاعى فى الخصوص وانا عندى محل ايصال الكهرباء باسمى وعقد المحل وامس قال لى الاستاذ زين نشاطك ايه قولتلو بيع وشراء اجهزة كميوتر و العاب نت و بلياردو قالى هتاخود الاف جنيه قلتله ماشى قالى تعلالى بنها روحت اليوم ولقيت الاستاذ سامح هو اللى اتكلم معايا وقالى احنا مبنديش النشاط ده وانا متكلم امبارح مع الاستاذ زين فى كل حاجه بس الناس فى بنها مستبعدين مشوارى وانا كنت شغال فى السعوديه وعارف ان باب رزق جميل تابع لشركة عبد اللطيف جميل المحدوده عمتن انا صرفت نظر عن موضوع القرض والله بسب الموظفين اللى فى فرع بنها لان معندهمش تقدير للعملاء حتى الاستاذ زين قالى انا هتصل بيك ومتصلش انا حسيت انهم بيدو العملاء من جيبهوم الاستاذ سامح قاعد عرقان مش قادر ينزلى الخصوص عشان الحر وانا هرسل لشركة عبد اللطيف جميل فى السعوديه اللى حصل معايا النهاردة عشان يجيبو موظفين صح عشان احنا مبنشحتش من الموظفين اللى فى بنها عشان كل واحد يطلع ب حاجه عشان مقترضش والسلام عليكم ورحمة الله وبركاته رقم التليفون مشاهدة المزيد منذ دقيقة إلغاء إعجابيأعجبني,SURPRISE
49063,النساء مكانهم البيت ماعدا المحتاجة من غير عائل والله ضايقونا النساء في رزقنا والوحدة منهم تريد تضيعة وقتها فقط بدل الفراغ مجرد رأي اذا كان خطا ارجو تصحيحه وانا أتنازل عنه ما رأيكم وشكرا,SADNESS
49157,خلي الدوآم يعطيني إجآزة أول ربي يسعدك و يهنيكم يالي عندكم إجآزآت,JOY
49176,جزاك ربي كل خير مشكور,JOY
49325,مايحق لاي شيعي انة يدخل العسكريه اصلا اللي رضى انة يكون شيعي ويسمع كلام المفتين المتخلفين اللي عندكم انسان إمعه ساذج كيف نأتمنة على الامن والامان والله ودي المكم بطيارة واسفركم على ايران ونفتك منكم ومن شركم شوفوا يوم اعطوكم وجهة بالبحرين ايش سويتم وتبغون تدخلون العسكريه نجوم السما اقربلكم تبطووون,ANGER
49590,اهاااا مشكورين على الرد,JOY
49829,مدمر الأحزان و والله مع نفسكم اصلان انتم ماتعرفوا معناه الواحد يكون بشري او كيف يكون بشري لأنكم اتربيتوا في بيئة خلوني لا انزلكم لتحت التراب,SADNESS
49857,الحين لما نجي نقدم على وظيفة أهم سؤال عندك خبرة لما تقوله ماعندي يقولك ماعندنا وظيفة لك حتى لوقلت لهم عندك خبرة من التدريب الميداني مايعترفوا فيه ناس متخلفة من جد مادري من وين أخذوا الخبرة شكلهم وهم جالسين بالبيت,ANGER
49888,يعطيكم العافية ومشكورين على مجهودكم الحلو ممكن تشرحيلنا طبيعه دوام موظفه استقبال كبار الزوار,JOY
49957,يفضل أن لاتنشروا اعلاناتكم اغتنم إلحق فرصه لاتفوتك وووو فيما يخص المشاريع الصغيره قبل ماتقوموا بتعديل شروطكم التقليديه للمشاريع الصغيره لماذا لا تتميزوا عن باقي داعمي المشاريع بالمملكة كلكم تطلبون نفس الشروط والتعقيدات أن يكون المتقدم سعودي الجنسية أن يكون المشروع في نفس المدينة التي يسكن فيها المتقدملماذا مش حقكم حيجيكم مش فلوسكم جايتكمإذن ليه هذا الشرط لو يروح كوكب زحل وش حتفرق معاكم مجرد شرط لامعنى له أن لا يقل عمر المتقدم عن سنة ولا يزيد عن سنة يشترط التفرغ للعمل في المشروع ويستثنى من ذلك الموظف الذي يقل راتبه الشهري عن و لديه الرغبة الجادة في تحسين دخله لماذا التفرغ يعني يروح الموظف يسوي استقاله علشان يشتغل بـ المشروع ليه مايشتغل بوظيفته وبنفس الوقت بمشروعه معدل دوام الموظف من ظهرا طيب وبعدها من العصر الليل يمكن واحد فاااضي ويبي يشتغل وش المشكله ثانيا اللي متفرغ وماعنده راتب ولا عمل صدقوني منهم لن يغامر بـ طلب دعمكم لانه لو تعثر مثلا من وين يقدر يسدد شرط آخر لامعنى له ثالثا الله يزيد اللي رواتبهم أقل من لكن سؤال ليه اللي أعلى من ماتساعدوه بالمشروع وش المشكله بالعكس سيكون هو الأقدر على سدادكم في حال تعثر المشروع مجرد شرط لا معنى له أن يملك الخبرة والمهارة في إدارة المشروع والعمل فيه لو عنده خبره معناه انه عنده مشروع سابق غالبا ولو عنده مشروع سابق معناه بالغالب لن يحتاجكم السؤال هل هناك اي معنى لـ دعمكم طالما انتم مادعمتم المبتدئين من وين يجيب لكم خبره بالمشروع يعني شرط الخبره وراه وراه سواءا طلب وظيفه او طلب دعم لمشروعه أمركم عجيب ادعموا المبتدئين بالمشاريع إذا انكم فعلا تهدفون لمساعدة الشباب وليس لأغراض أخرى اجتياز المقابلة الشخصية إحضار كفيل غارم ليس هناك داع له يمكنكم بــ بعض سياساتكم ان تبحثوا عن بديل لهذا الشرط الذي اظن انه من أقدم الشروط التي قرأتها في حياتي لو تبغون تجيبون واحد من تحت الأرض حتجيبونه ولو كان من أجل نصف ريال إذن لماذا تحرجون مقدم الطلب بـ بحثه عن كفيل غاارم بالنهاية مع كل احترامي لكم لكن أنتم لاتدعمون الشباب وحسب رأيي أنتم لكم أهداف خاصه غير معلنه بالنهايه هههههه احس اني كتبت كلام كثير وتعبت نفسي ولا أحد سوف يهتم به,FEAR
50119,أخت أميرة بإمكانك التواصل مع فرع جيزان أو أبها لمعرفة أخر فرص العمل المتاحة لديهم فجميع أرقام الفروع متوفرة في تبويبة أخت سمارة لقد تم الاعلان عن فرص عمل بمكة بإمكانك استعراضها من خلال الصفحة مدمر الأحزان بإمكانك زيارة فرع جدة والتعرف على فرص العمل لديهم بالتوفيق,SADNESS
50165,مشكورين عالرد,JOY
50469,صحيح والله افتحوا لنا باب رزق عندكم للسيدات المقيمين والله اتخنقنا من الظروف المادية والمعيشة وطلبات الاولاد,SADNESS
50492,مشكور اميرة البحار ليتني غرقان في بحركم بس انااتكلم من جد شي واقع الاجانب ينافسونا على كل شي سؤال المواطن ياترى كم يكفيه راتب لكي يعيش حياة لن اقول كريمه بل ساقول الذي يسده ويسد عائلته فقط والحمدلله انا اعزب ومتبهذل فكيف اذا كنت متزوج ريال والله في وقتنا ماتسوي شي السكن انا ساكن في غرفه ريال في الشهر ولاوضيفه ولا شي كيف اصرف على نفسي مع اني الحمد لله اموري طيبه الكلام عن غير اللي امورهم موطيبه ومتزوجيين,JOY
50494,صار الاجنبي هو سيد ولد البلد والسعودي بترول محسود وغريب من خارج البلد واللة قهر,SADNESS
50731,يعطيكم العافيه ماقصرتوا اما زياره الفرع مااعتقد حتى لو فيه وظائف يقولون مافيه شي كالعاده وتروح واسطااات كلهااا  تقبلوا مروووري,JOY
50842,مشكور ين على تعاونكم,JOY
50855,عجيب و هل المولى عز وجل عندما يوزع الأرزاق يسأل عن الجنسية أو الجنس أو حتى ا لديانه يا عزيزي مجرد رأي متطفل,FEAR
50858,مشكورين على هذا الاعلان لكن بليز في فرص عمل للاجانب السورين بليز ابحث عن عمل,JOY
51005,انا سعوديه بس عن جد استغربت لما عرفت انه بس للسعوديين صحبتي تبغى تشتغل معايه مو قادره لانها سودانيه مره قهر ليه كذآ طيب,SADNESS
51106,اللهم انت الرازق فرزقني وارزق كل عاطل وعاطله عن العمل,DISGUST
51164,احب اقولكم اني اشتغلت سنين في مدرسه اهليه كان راتبي فيها ريال فقط  وانذلينا ذل مايعلم فيه غير رب العباد فاللي يكون لسه متخرج من الجامعه وسنه صغير يقبل بأي وظيفه دحين حتى ياخد خبره ويمشي حالوا ويستمر في نفس الوقت يبحث عن الوظيفه اللي يحلم بيها أهم شي في الخبره هو بناء الشخصيه فشخصية الإنسان الذي سبق له العمل تختلف عن اللي لسه بقراطيسو بغض النظر عن ماهية الوظيفه أو العمل الذي كان يقوم به وهذا الشئ يسهل عليه الإنخراط في مجالات العمل الأخرى حتى وان اختلفت عن وظيفته الأولى نصيحتي لكم الآن مادامكم لسه صغار في السن اقبلوا بأي وظيفه عمركم ما بتلاقوا مدير أو مديره عمرهم سنه أو لأن أي واحد يمسك منصب مدير أو منصب إداري لازم يكون عنده خبره لا تقل عن سنين فتخيلوا لو واحد عمره سنه مسكوه منصب مدير فجأه وهو ماعنده خبره فأي عمل صدقوني رح يخرب بيت الشركه ويقعد يلطم ويتمنى لو إنه ماقبل بهادي الوظيفه وأصعب حاجه انكم تمسكوا منصب مدير صحيح ممكن انه المدير يداوم وقت ما يبغى ويطلع وقت ما يبغى لكن المسأله مش بهادي البساطه ولا هو رح يوصل لدي المرحله إلا بعد ماتكون طلعت عيونه وسهر ليالي وتعب وكرف لين قال بس والله يوفق الجميع يارب ويحسن أحوالنا,SURPRISE
51319,مشكورين مره الله يسعدكم فرحتوني,JOY
51467,اتمنا منكم جاهدين بان تتعاونو مع الفتيات بان تكون لديهم خصوصيه في المحل بحيث يصح زجاج المحل الخارجي لونه غامق او ثلجي لكي يكون لها حريه التصرف داخل المحل حتى لا تتعرض لمضايقه الماره من الشباب ولكم جزيل الشكر,SADNESS
51475,مشكور على التوضيح لكن لم تقمو بإجابتي على الاستفسارت التي طرحتها عليكم من ذي قبل,JOY
51488,مشكورين يعطيكم الف عافيه,JOY
51491,مشكور على التوضيح,JOY
51495,مشكورين أتمنى من كل قلبي تنحل مشكلة الموصلات لان معظم السواقين مايتزمو حتى لو كان الشخص ملتزم ربي يفرجها وتكون الوظيفة من نصيبي,JOY
51558,عزيزتي سفيرة الأحزان تفضلي رقم هاتف فرع تبوك وبإمكانك التقديم عن طريق الموقع الالكتروني أو زيارة الفرع,SADNESS
51665,إلى كل موظفين والمهتمين والراغبين في العمل في قطاع التأمين نقدم لكم دليل برامج التأمين لعام مع أطيب الأمنيات مجموعة للتدريب والتعليم والبرامج هي أساسيات تسويق التأمين المؤهل لإختبار مؤسسة النقد السعودية إعادة التأمين التأمين الصحي تأمين الممتلكات تأمين المركبات الخطر وإدارته أساسيات تسويق التأمين للتسجيل والإستفسار الإتصال على الرقم أو المراسلة على الإيميل,ANGER
51704,مشكور عـ المنشور كتير حلو ربي يسعدك,JOY
51728,رذاذ السعوديه مثل ما انا قلت سابقا لو العالم كله بتهين الوافدين لدولهم بالطريقة اللي تهينها السعوديه احنا ممكن نسكت بس السعوديه هي الدوله الوحيده اللي تهين وافدينها بطريقه عجيبه بس تاكدو ان الله يمهل ولا يهمل يعني انتي اللي معيشتنا عشان تقولي احمدي ربك اووكي انا باحمد ربي انه كتب لي اعيش بارض الحرم مو لانه بلدك انتي الارض كلها ارض الله ومو انتي اللي تحكمي وين اعيش وكيف اعيش ولو اعيش بطريقه غير نظاميه انا كمان رح اسكت بس احنا عايشين بالانظمه ولله الحمد وما خالفنا شي من النظام بس لاسف شعب نفسي نفسي,FEAR
51890,انا عندي بزنس خياااااالي مره حلو ممكن الكل يشارك فيه بكل سهوله ومضمون الربح ميه بالميه انتم بس تعالوا الاجتماع وشوفوا كيف الشغل الي متحمس ويبي الرزق والفلوس يخبرني وانا بخبروا بالتفاصيل وشكرا,SURPRISE
51956,تسلم ياباب رزق ماقصرت اخوي,JOY
51964,مشكورين ع ماتقدموه لماذا لاتوجد وظائف في مدينه الرياض,JOY
51967,عزيزتي بإمكانك بإمكانك إرسال السيرة على الايميل التالي مع ذكر فرص العمل التي ترغبين بها,ANGER
52016,مشكور اخوي بس لوتكرمت هل هناك حد اقصي لمبلغ التمويل والكفيل ماهي شروطه,JOY
52023,سلام الله عليكم مشكورين علي الجهود الاتقومون به بجد ارجو ارسال وطايف ثانيه وشكرا لكم,JOY
52135,طرح وظيفة للسعوديين في وكالات السفر والسياحة بالرياض واس أعلنت الهيئة العامة للسياحة والآثار عن طرح وظيفة للسعوديين في وكالات السفر والسياحة بمدينة الرياض بالتعاون مع صندوق تنمية الموارد البشرية والتنظيم الوطني للتدريب المشترك ودعت الهيئة الشباب السعودي الراغب في العمل في وكالات السفر والسياحة بمدينة الرياض إلى حضور لقاء التوظيف الذي ستعقده الهيئة يومي السبت والأحد القادمين من الساعة ر صباحا إلى الساعة ظهرا في فندق مداريم كراون بالرياض وأوضح مدير عام مركز تنمية الموارد البشرية السياحية الوطنية تكامل الدكتور عبدالله بن سليمان الوشيل أن الهيئة وشركاءها أكملوا جميع الاستعدادات لاستقبال الراغبين من الشباب في العمل في وكالات السفر والسياحة مؤكدا اهتمام صاحب السمو الملكي الأمير سلطان بن سلمان بن عبدالعزيز رئيس الهيئة العامة للسياحة والآثار بهذا البرنامج وتوجيهه المباشر بدعم الشركاء للوصول إلى هدف الهيئة الرئيسي المتمثل في توطين الوظائف في جميع القطاعات السياحية عن طريق تأهيل وتدريب المواطنين للعمل بكفاءة واقتدار في القطاعات السياحية وبين الدكتور الوشيل أن مميزات البرنامج تخدم الجانبين الجهة الموظفة وطالب العمل ومنها توقيع عقد عمل فوري لطالب العمل قبل بداية التدريب واحتساب مدة التدريب ضمن خدمة العمل في التأمينات الاجتماعية وضمن نسبة السعودة للمنشأة الموظفة كما سيتم إلحاق المتقدمين لمدة من شهرا ببرنامج تدريبي يتحمل صندوق تنمية الموارد البشرية جميع تكاليفه ومكافآت المتدربين وفق ضوابط الصندوق ويحتوي البرنامج على اللغة الانجليزية العامة والمتخصصة ومهارات الحاسب الآلي والمهارات العامة لمتطلبات العمل في القطاع الخاص ومهارات تخصصية لمهن قطاع السفر والسياحة إضافة إلى تقاضى المتدرب مكافأة شهرية أثناء فترة التدريب بواقع ريال وأفاد أنه بعد انتهاء التدريب النظري والعملي وحصول المتدرب على شهادة معتمدة يلتحق بالوظيفة التي وقع العقد عليها براتب لا يقل عن ريال وعن شروط الالتحاق بالبرنامج قال مدير عام تكامل إن البرنامج موجه للشباب السعودي الذين لا تقل أعمارهم عن سنة والحاصلين على مؤهل الثانوية العامة كحد أدني والشرط الأهم هو التفرغ التام للبرنامج التدريبي,ANGER
52325,طيب عندكم وظايف لغير السعوديات لانه صديقتى قالتلى اسال ومشكورين,JOY
52330,طيب هى تقولى انها متزوجة سعودى هل ينفع تقدم على اعتبارها متزوجه سعودى تقولى ومشكورين عالرد الاول,JOY
52411,مشكورين علي الوظظيفي,JOY
52997,وكذلك المدينة سيتم الإعلان عن حزمة من فرص العمل قريبا إن شاء الله,SADNESS
53167,السلام عليكم ورحمة الله وبركاته لدي ثانويه عامه خدمه عسكريه عام ولدي شهادة أمن وحماية وامن وحماية الشخصيات متقاعد العمر ابحث عن عمل مناسب,ANGER
53201,مشكورين على ها المجهود وجزيتم كل خير عليه,JOY
53211,عندي فكرة مشروع سياحي ولكي احصل على التصريح يجب ان ادفع ضمان بنكي للهيئة العليا للسياحة مقدراة الف ريال هل باب رزق يدعم الضمان البنكي  هذا السوال وارجو الرد بشكل واضح منذ ثانيتين أعجبني,SURPRISE
53406,عدم الخبرة في ادارة المشروع المادة الموقع الاجراءات الحكومية الخوف من المجهول,SURPRISE
53415,لماذا لا يتوسع باب رزق جميل ويحضر الكفيل هو بدلا من المقترض من خلال طرح الفكرة على رجال الاعمال كلا في اختصاصه بحيث عندما يطرح شخص ما فكرة لمشروع وتكون ناجحه لكن ينقصه الكفيل فبدلا من ان ترفض يتم ارسالها لرجال الاعمال الراغبين في دعم المجتمع او الدخول في مشاريع مشابهة او ايا كان المهم ان يكون رجل الاعمال اما شريكا لذلك الشخص او ان يكون ضامنا لذلك المشروع مع حقه بالاشراف ان رغب ويمكن تفصيل هذه الفكرة للوصول الى صيغة مشتركة فبذرة الخير موجوده لدى الجميع في تحقيق الافضل لهذا المجتمع,ANGER
53420,إحضار الكفيل أو اقتراح الكفيل من باب رزق جميل للمشاركة في دعم الشباب هو ايضا مشروع يتم وضع اليات له مع الغرف التجارية لضمان طرح مشاريع الشباب على التجار الراغبين في كفالة الشباب أو مشاركتهم في تأسيس مشاريعهم الناجحة,ANGER
53546,ربنا هو الرازق وكل شي بيده انا متوكله عليه لانه هوالقادر علني كل شي,DISGUST
53556,نوع الخط المستخدم باالشروط ازمه نظريه وبالتالي فكريه موفقين,ANGER
53576,عندي استفسار ما المقصود على ان يتم مراعاة سهولة تطبيقها ياليت توضح اخي الغالي,SURPRISE
53645,والله ما قصرت يا شيخ مشكور حبيبي,JOY
53654,أنا معاي شهاده دبلوم علوم إداريه وماليهقسم بنوكأقدر أروح أقدم على فرعكم إللي بالمدينهولالأ,SURPRISE
53698,ياليت والله  ومشكورين,JOY
53764,ابغى وظيفة عن بعد ممكن يارت تدلوني مشكورين,JOY
53792,اكي الرقم حقي والف شكر و الله انا متفائل من الموقع انشاء الله ترا انا اتصلت عليهم و قالوا ابعت من جديد السيرة الداتية بكرة انشاء الله و ماقصرتوا,JOY
53793,تعلن شركة القيادة العالمية شركة توظيف وخدمات ادارية في شغل الوظائف التاليه للسعوديين فقط عدد موظف خطوط انتاج عدد موظف مندوب مبيعات سيارات عدد موظف حارس امن عدد موظف سائق نقل خفيف متوسط عدد موظف سائق نقل ثقيل عدد موظف مدخل بيانات عدد اداريين عدد مشرفين صيانه عدد مهندس مدني عدد مهندس مكانيكا عدد مشرفين امن من مميزاتها رواتب مغرية تامين طبي تامينات اجتماعيه عمولات جيدة على الراغبين في التسجيل ارسال السرية الذاتيه على الاميل التالي او ارسال السيرة الذاتيه على الفاكس رقم,ANGER
53819,ربنا يوفقكم ويحزيكم كل الخير وان شاء الله نرى وطن عربي اسلامي موحد بفعل اعمالكم المتميزه انا من فلسطين اسير محرر هل يوجد لديكم فرع في فلسطين وكيف يمكنني الاستفاده من برنامجكم تحياتي لكم,SADNESS
54020,مشكور اخوي جزاك الله خير,JOY
54073,مشكورين ماقصرتو راح اتصل,JOY
54148,الله يعطيكم العافية ومشكورين على المسابقة الجميييييييلة وإن شاء الله مستمرين معاكم,JOY
54154,والله العظيم ان كنت برد عليك ي قطره الندى بنفس رد خــالد بس مسكت نفسي وقلت مــايحتااج اني اعلق على كلامك اخااف ردي بيضايقك على العمووم ما حصل إلا كل خير,SADNESS
54170,طيب دامكم اقصيتم ناس ليش ماتختارون ناس تتأهل للمرحله ثانيه بدالهم عطونآ شوية امل عجيب مع اني توقعت صورتي تفوز,FEAR
54306,شكرا لجميع اللي ردوا الحمدلله مااتعرضت لاي مضايقه و لا شفت قدامي اي مضايقه بس زي ما قال مع كثرت اللي نشوف في السوشيال الميديا اشوف الواحد لازم يعرف ايش حقوقه و ياخذ احتياطه,SADNESS
54490,ايه نعم واضح عنصريته بس القهر ان مااحد بيروح معي ويشتكي واصلا كل الدكاتره اللي بالقسم عارفين هالدكتور وصعوبه التعامل معاه وواحد نصحني وقالي لاتحاول تاخذ وتعطي معاه لانه انسان صعب التعامل معه,SADNESS
54557,انا سيستمر والجامعة ما تسمح اسجل أكثر من ساعات كلمت المشرف وشرحت له واعطيته ورقه لكن قال لي انه متفهم لكن مجبور يعطيني إنذار لأنه يجب عليه التقيد بقوانين الملحقية ولا المشرف راح يتعرض للمساؤلة المشرفين موظفين وناس مثلنا والقوانين الغبية تنطبق عليهم وأحيانا مالهم يد فيها مشرفي كان حبيب لكن اضطر يعطيني إنذار في آخر فصل في دراستي بعد ما خلصت اربع اترام لذلك سلك إذا قوانين جامعتك موافقة مافي مشكلة,ANGER
54783,جزاك الله ووالديك جنات النعيم ماقصرت,JOY
55011,لله يجزاكم خير بصراحة كنت اتوقع اني بافيدكم بتجربتي لكني والله استفدت بشكل عجيب جدا مثلا نقطة الدرب بوكس انا فقدت ملفاتي كلها قبل تسليم البحث بيومين وبغيت انجلط ففعلا الان كل ملفاتي اما بفلاش ميموري او اونلاين احيانا ارسل نسخة لايميل واطبعه بعدين او افتحه من كمبيوتر الجامعة,FEAR
55022,الله يسعدكم ويجزاكم خير ماقصرتم عادة كم تأخذ وقت هالمرحلة لأن لي شهور تقريبا فيها,JOY
